,jersey_no,name,role,salary_rank,salary,team,season
684,60,David Hussey,Allrounder,60,"64,400,000",Kings Xi Punjab,2011
685,24,Piyush Chawla,Allrounder,24,"41,400,000",Kings Xi Punjab,2011
686,12,Dinesh Karthik,Wicketkeeper Batsman,12,"41,400,000",Kings Xi Punjab,2011
687,86,Adam Gilchrist,Wicketkeeper Batsman,86,"41,400,000",Kings Xi Punjab,2011
688,140,Abhishek Nayar,Allrounder,140,"36,800,000",Kings Xi Punjab,2011
689,79,Praveen Kumar,Bowler,79,"36,800,000",Kings Xi Punjab,2011
690,120,Shaun Marsh,Batsman,120,"18,400,000",Kings Xi Punjab,2011
691,239,Stuart Broad,Bowler,239,"18,400,000",Kings Xi Punjab,2011
692,204,Ryan harris,Bowler,204,"14,950,000",Kings Xi Punjab,2011
693,323,Ryan Mclaren,Allrounder,323,"11,500,000",Kings Xi Punjab,2011
694,272,Dimitri Mascarenhas,Allrounder,272,"4,600,000",Kings Xi Punjab,2011
695,20,David Miller,Batsman,20,"4,600,000",Kings Xi Punjab,2011
696,401,Paras Dogra,Batsman,401,"3,000,000",Kings Xi Punjab,2011
697,344,Vikramjeet Malik,Bowler,344,"3,000,000",Kings Xi Punjab,2011
698,441,Shalabh Srivastava,Bowler,441,"3,000,000",Kings Xi Punjab,2011
699,331,Bipul Sharma,Allrounder,331,"3,000,000",Kings Xi Punjab,2011
700,440,Love Ablish,Bowler,440,"3,000,000",Kings Xi Punjab,2011
701,388,Sunny Singh,Batsman,388,"3,000,000",Kings Xi Punjab,2011
702,435,Paul Valthaty,Batsman,435,"2,000,000",Kings Xi Punjab,2011
703,448,Nitin Saini,Wicketkeeper Batsman,448,"2,000,000",Kings Xi Punjab,2011
704,168,Mandeep Singh,Allrounder,168,"1,000,000",Kings Xi Punjab,2011
705,539,Bhargav Bhatt,Bowler,539,"1,000,000",Kings Xi Punjab,2011
706,595,Amit yadav,Allrounder,595,"1,000,000",Kings Xi Punjab,2011
707,493,Siddharth Chitnis,Batsman,493,"1,000,000",Kings Xi Punjab,2011
708,653,Nathan Rimmington,Bowler,653,"920,000",Kings Xi Punjab,2011
709,36,Irfan Pathan,Allrounder,36,"87,400,000",Delhi Daredevils,2011
710,37,Virender Sehwag,Batsman,37,"82,800,000",Delhi Daredevils,2011
711,16,David Warner,Batsman,16,"34,500,000",Delhi Daredevils,2011
712,50,Umesh Yadav,Bowler,50,"34,500,000",Delhi Daredevils,2011
713,158,Venugopal Rao,Batsman,158,"32,200,000",Delhi Daredevils,2011
714,111,Morne Morkel,Bowler,111,"21,850,000",Delhi Daredevils,2011
715,167,Ashok Dinda,Bowler,167,"17,250,000",Delhi Daredevils,2011
716,202,James Hopes,Allrounder,202,"16,100,000",Delhi Daredevils,2011
717,85,Aaron Finch,Batsman,85,"13,800,000",Delhi Daredevils,2011
718,188,Naman Ojha,Wicketkeeper batsman,188,"12,420,000",Delhi Daredevils,2011
719,192,Ajit Agarkar,Bowler,192,"9,660,000",Delhi Daredevils,2011
720,498,Matthew Wade,Wicketkeeper Batsman,498,"4,600,000",Delhi Daredevils,2011
721,189,Colin Ingram,batsman,189,"4,600,000",Delhi Daredevils,2011
722,343,Andrew McDonald,Allrounder,343,"3,680,000",Delhi Daredevils,2011
723,389,Ajit Chandila,Allrounder,389,"3,000,000",Delhi Daredevils,2011
724,106,Shahbaz Nadeem,Bowler,106,"3,000,000",Delhi Daredevils,2011
725,501,Sridharan Sriram,Batsman,501,"3,000,000",Delhi Daredevils,2011
726,320,Aavishkar Salvi,Bowler,320,"3,000,000",Delhi Daredevils,2011
727,540,RV Pawar,Bowler,540,"3,000,000",Delhi Daredevils,2011
728,364,Roelof Van der Merwe,Allrounder,364,"2,300,000",Delhi Daredevils,2011
729,509,Prashant Naik,Batsman,509,"2,000,000",Delhi Daredevils,2011
730,126,Varun Aaron,Bowler,126,"2,000,000",Delhi Daredevils,2011
731,419,Yogesh Nagar,Allrounder,419,"2,000,000",Delhi Daredevils,2011
732,508,Robin Bist,Batsman,508,"2,000,000",Delhi Daredevils,2011
733,596,Vikas Mishra,Bowler,596,"1,000,000",Delhi Daredevils,2011
734,292,Unmukt Chand,Batsman,292,"1,000,000",Delhi Daredevils,2011
735,530,Tejashwi Yadav,Batsman,530,"1,000,000",Delhi Daredevils,2011
736,692,Vivek Yadav,Bowler,692,"1,000,000",Delhi Daredevils,2011
737,654,Travis Birt,Batsman,654,"920,000",Delhi Daredevils,2011
738,735,Robert Frylinck,Allrounder,735,"920,000",Delhi Daredevils,2011
739,2,Rohit Sharma,Batsman,2,"92,000,000",Mumbai Indians,2011
740,42,Sachin Tendulkar,Batsman,42,"82,800,000",Mumbai Indians,2011
741,22,Harbhajan Singh,Bowler,22,"59,800,000",Mumbai Indians,2011
742,14,Kieron Pollard,Allrounder,14,"41,400,000",Mumbai Indians,2011
743,87,Andrew Symonds,Allrounder,87,"39,100,000",Mumbai Indians,2011
744,133,Munaf Patel,Bowler,133,"32,200,000",Mumbai Indians,2011
745,29,Lasith Malinga,Bowler,29,"23,000,000",Mumbai Indians,2011
746,314,Davy Jacobs,Wicketkeeper Batsman,314,"8,740,000",Mumbai Indians,2011
747,330,Clint McKay,Bowler,330,"5,060,000",Mumbai Indians,2011
748,283,Dilhara Fernando,Bowler,283,"4,600,000",Mumbai Indians,2011
749,341,James Franklin,Allrounder,341,"4,600,000",Mumbai Indians,2011
750,384,Rajagopal Sathish,Allrounder,384,"3,000,000",Mumbai Indians,2011
751,68,Ambati Rayudu,Batsman,68,"3,000,000",Mumbai Indians,2011
752,362,Tirumalasetti Suman,Batsman,362,"3,000,000",Mumbai Indians,2011
753,312,Abu Nechim,Bowler,312,"3,000,000",Mumbai Indians,2011
754,117,Moises Henriques,Allrounder,117,"2,300,000",Mumbai Indians,2011
755,589,Ray Price,Bowler,589,"2,300,000",Mumbai Indians,2011
756,442,Ali Murtaza,Bowler,442,"2,000,000",Mumbai Indians,2011
757,161,Dhawal Kulkarni,Bowler,161,"2,000,000",Mumbai Indians,2011
758,77,Yuzvendra Chahal,Bowler,77,"1,000,000",Mumbai Indians,2011
759,201,Aditya Tare,Wicketkeeper Batsman,201,"1,000,000",Mumbai Indians,2011
760,693,S Kanwar,Batsman,693,"1,000,000",Mumbai Indians,2011
761,458,Pawan Suyal,Bowler,458,"1,000,000",Mumbai Indians,2011
762,694,Santosh Yadav,Bowler,694,"1,000,000",Mumbai Indians,2011
763,113,SuryaKumar Yadav,Batsman,113,"1,000,000",Mumbai Indians,2011
764,471,Aiden Blizzard,Batsman,471,"920,000",Mumbai Indians,2011
765,7,Gautam Gambhir,Batsman,7,"110,400,000",Kolkata Knight Riders,2011
766,27,Yusuf Pathan,Allrounder,27,"96,600,000",Kolkata Knight Riders,2011
767,53,Jacques Kallis,Allrounder,53,"50,600,000",Kolkata Knight Riders,2011
768,169,Lakshmipathy Balaji,Bowler,169,"23,000,000",Kolkata Knight Riders,2011
769,89,Manoj Tiwary,Batsman,89,"21,850,000",Kolkata Knight Riders,2011
770,76,Shakib Al Hasan,Allrounder,76,"19,550,000",Kolkata Knight Riders,2011
771,100,Brett Lee,Bowler,100,"18,400,000",Kolkata Knight Riders,2011
772,90,Eoin Morgan,Batsman,90,"16,100,000",Kolkata Knight Riders,2011
773,186,Mark Boucher,Batsman,186,"14,950,000",Kolkata Knight Riders,2011
774,213,Brad Haddin,Wicketkeeper batsman,213,"14,950,000",Kolkata Knight Riders,2011
775,44,Jaydev Unadkat,Bowler,44,"11,500,000",Kolkata Knight Riders,2011
776,229,Ryan ten Doeschate,Allrounder,229,"6,900,000",Kolkata Knight Riders,2011
777,262,James Pattinson,Bowler,262,"4,600,000",Kolkata Knight Riders,2011
778,285,Manvinder Bisla,wicketkeeper Batsman,285,"3,000,000",Kolkata Knight Riders,2011
779,200,Rajat Bhatia,Allrounder,200,"3,000,000",Kolkata Knight Riders,2011
780,259,Laxmi Shukla,Allrounder,259,"3,000,000",Kolkata Knight Riders,2011
781,212,Shreevats Goswami,Wicketkeeper Batsman,212,"2,000,000",Kolkata Knight Riders,2011
782,417,Sarabjit Ladda,Bowler,417,"2,000,000",Kolkata Knight Riders,2011
783,271,Pradeep Sangwan,Bowler,271,"2,000,000",Kolkata Knight Riders,2011
784,291,Iqbal Abdulla,Allrounder,291,"2,000,000",Kolkata Knight Riders,2011
785,48,Mohammed Shami,Bowler,48,"1,000,000",Kolkata Knight Riders,2011
786,3,Virat Kohli,Batsman,3,"82,800,000",Royal Challengers Bangalore,2011
787,65,Saurabh Tiwary,Batsman,65,"73,600,000",Royal Challengers Bangalore,2011
788,5,AB de Villiers,Wicketkeeper Batsman,5,"50,600,000",Royal Challengers Bangalore,2011
789,57,Zaheer Khan,Bowler,57,"41,400,000",Royal Challengers Bangalore,2011
790,144,Cheteshwar Pujara,Batsman,144,"32,200,000",Royal Challengers Bangalore,2011
791,165,Dirk Nannes,Bowler,165,"29,900,000",Royal Challengers Bangalore,2011
792,135,Tillakaratne Dilshan,Allrounder,135,"29,900,000",Royal Challengers Bangalore,2011
793,21,Chris Gayle,Allrounder,21,"29,900,000",Royal Challengers Bangalore,2011
794,129,Daniel Vettori,Allrounder,129,"25,300,000",Royal Challengers Bangalore,2011
795,220,Abhimanyu Mithun,Bowler,220,"11,960,000",Royal Challengers Bangalore,2011
796,327,Charl Langeveldt,Bowler,327,"6,440,000",Royal Challengers Bangalore,2011
797,185,Mohammad Kaif,Batsman,185,"5,980,000",Royal Challengers Bangalore,2011
798,282,Luke Pomersbach,Batsman,282,"2,300,000",Royal Challengers Bangalore,2011
799,590,JJ Van Der Wath,Allrounder,590,"2,300,000",Royal Challengers Bangalore,2011
800,527,Raju Bhatkal,Allrounder,527,"2,000,000",Royal Challengers Bangalore,2011
801,402,Arun Karthik,Wicketkeeper Batsman,402,"2,000,000",Royal Challengers Bangalore,2011
802,495,Ryan Ninan,Allrounder,495,"2,000,000",Royal Challengers Bangalore,2011
803,377,Sreenath Aravind,Bowler,377,"2,000,000",Royal Challengers Bangalore,2011
804,421,Chidhambaram Gautam,Wicketkeeper Batsman,421,"1,000,000",Royal Challengers Bangalore,2011
805,597,Abrar Kazi,Bowler,597,"1,000,000",Royal Challengers Bangalore,2011
806,695,BN Barath,Allrounder,695,"1,000,000",Royal Challengers Bangalore,2011
807,598,Asad Pathan,Bowler,598,"1,000,000",Royal Challengers Bangalore,2011
808,541,Syed Mohammad,Bowler,541,"1,000,000",Royal Challengers Bangalore,2011
809,157,Mayank Agarwal,Batsman,157,"1,000,000",Royal Challengers Bangalore,2011
810,736,Nuwan Pradeep,Bowler,736,"920,000",Royal Challengers Bangalore,2011
811,416,Rilee Rossouw,batsman,416,"920,000",Royal Challengers Bangalore,2011
812,737,Jonathan Vandiar,Batsman,737,"920,000",Royal Challengers Bangalore,2011
813,32,Dale Steyn,Bowler,32,"55,200,000",Deccan Chargers,2011
814,84,Cameron White,Batsman,84,"50,600,000",Deccan Chargers,2011
815,152,Daniel Christian,Allrounder,152,"41,400,000",Deccan Chargers,2011
816,93,Kumar Sangakkara,Wicketkeeper Batsman,93,"32,200,000",Deccan Chargers,2011
817,47,Kevin Pietersen,Batsman,47,"29,900,000",Deccan Chargers,2011
818,156,Pragyan Ojha,Bowler,156,"23,000,000",Deccan Chargers,2011
819,58,Ishant Sharma,Bowler,58,"20,700,000",Deccan Chargers,2011
820,82,JP Duminy,Allrounder,82,"13,800,000",Deccan Chargers,2011
821,46,Amit Mishra,Bowler,46,"13,800,000",Deccan Chargers,2011
822,13,Shikhar Dhawan,Batsman,13,"13,800,000",Deccan Chargers,2011
823,236,Manpreet Gony,Bowler,236,"13,340,000",Deccan Chargers,2011
824,405,Rusty Theron,Bowler,405,"3,910,000",Deccan Chargers,2011
825,476,Michael Lumb,Batsman,476,"3,680,000",Deccan Chargers,2011
826,404,Bharat Chipli,Batsman,404,"3,000,000",Deccan Chargers,2011
827,381,Arjun Yadav,Batsman,381,"3,000,000",Deccan Chargers,2011
828,355,Jaydev Shah,Batsman,355,"3,000,000",Deccan Chargers,2011
829,422,Ishank Jaggi,Batsman,422,"2,000,000",Deccan Chargers,2011
830,570,Ishan Malhotra,Bowler,570,"2,000,000",Deccan Chargers,2011
831,480,Anand Rajan,Bowler,480,"2,000,000",Deccan Chargers,2011
832,382,Dwaraka Ravi Teja,Batsman,382,"2,000,000",Deccan Chargers,2011
833,600,Kedar Devdhar,Wicketkeeper Batsman,600,"1,000,000",Deccan Chargers,2011
834,492,Sunny Sohal,Batsman,492,"1,000,000",Deccan Chargers,2011
835,571,Abhishek reddy,Batsman,571,"1,000,000",Deccan Chargers,2011
836,390,Ankit Sharma,Bowler,390,"1,000,000",Deccan Chargers,2011
837,599,Akash Bhandari,Bowler,599,"1,000,000",Deccan Chargers,2011
838,63,Chris Lynn,Batsman,63,"920,000",Deccan Chargers,2011
839,506,Harmeet Singh,Bowler,506,"800,000",Deccan Chargers,2011
840,9,Robin Uthappa,Batsman,9,"96,600,000",Pune Warriors India,2011
841,8,Yuvraj Singh,Batsman,8,"82,800,000",Pune Warriors India,2011
842,80,Angelo Mathews,Allrounder,80,"43,700,000",Pune Warriors India,2011
843,59,Ashish Nehra,Bowler,59,"39,100,000",Pune Warriors India,2011
844,154,Graeme Smith,Batsman,154,"23,000,000",Pune Warriors India,2011
845,108,Sourav Ganguly,Batsman,108,"18,400,000",Pune Warriors India,2011
846,162,Murali Kartik,Bowler,162,"18,400,000",Pune Warriors India,2011
847,268,Callum Ferguson,Batsman,268,"13,800,000",Pune Warriors India,2011
848,101,Mitchell Marsh,Allrounder,101,"13,340,000",Pune Warriors India,2011
849,279,Tim Paine,Wicketkeeper Batsman,279,"12,420,000",Pune Warriors India,2011
850,196,Wayne Parnell,Bowler,196,"7,360,000",Pune Warriors India,2011
851,244,Jesse Ryder,Allrounder,244,"6,900,000",Pune Warriors India,2011
852,51,James Faulkner,Allrounder,51,"4,600,000",Pune Warriors India,2011
853,379,Alfonso Thomas,Bowler,379,"4,600,000",Pune Warriors India,2011
854,326,Jerome Taylor,Bowler,326,"4,600,000",Pune Warriors India,2011
855,342,Nathan McCullum,Bowler,342,"4,600,000",Pune Warriors India,2011
856,311,Mithun Manhas,Allrounder,311,"3,000,000",Pune Warriors India,2011
857,392,Sachin Rana,Bowler,392,"3,000,000",Pune Warriors India,2011
858,443,Mohnish Mishra,Batsman,443,"3,000,000",Pune Warriors India,2011
859,437,Abhishek Jhunjhunwala,Batsman,437,"3,000,000",Pune Warriors India,2011
860,391,Dheeraj Jadhav,Batsman,391,"3,000,000",Pune Warriors India,2011
861,510,Shrikant Mundhe,Allrounder,510,"2,000,000",Pune Warriors India,2011
862,439,Shrikant Wagh,Allrounder,439,"2,000,000",Pune Warriors India,2011
863,269,Rahul Sharma,Bowler,269,"2,000,000",Pune Warriors India,2011
864,26,Manish Pandey,Batsman,26,"2,000,000",Pune Warriors India,2011
865,408,Harpreet Singh,Batsman,408,"2,000,000",Pune Warriors India,2011
866,601,Ganesh Gaikwad,Bowler,601,"2,000,000",Pune Warriors India,2011
867,25,Bhuvneshwar kumar,Bowler,25,"2,000,000",Pune Warriors India,2011
868,497,Harshad Khadiwale,Batsman,497,"2,000,000",Pune Warriors India,2011
869,542,Imtiaz Ahmed,Wicketkeeper Batsman,542,"2,000,000",Pune Warriors India,2011
870,536,Kamran Khan,Bowler,536,"1,000,000",Pune Warriors India,2011
871,296,Eklavya Dwivedi,Wicketkeeper Batsman,296,"1,000,000",Pune Warriors India,2011
872,70,Mahela Jayawardene,Batsman,70,"69,000,000",Kochi Tuskers Kerala,2011
873,119,Muttiah Muralitharan,Bowler,119,"50,600,000",Kochi Tuskers Kerala,2011
874,11,Ravindra Jadeja,Allrounder,11,"43,700,000",Kochi Tuskers Kerala,2011
875,118,Shanthakumaran Sreesanth,Bowler,118,"41,400,000",Kochi Tuskers Kerala,2011
876,102,R.P.Singh,Bowler,102,"23,000,000",Kochi Tuskers Kerala,2011
877,78,Vinay Kumar,Bowler,78,"21,850,000",Kochi Tuskers Kerala,2011
878,40,Brendon McCullum,Wicketkeeper Batsman,40,"21,850,000",Kochi Tuskers Kerala,2011
879,166,Brad Hodge,Batsman,166,"19,550,000",Kochi Tuskers Kerala,2011
880,195,VVS Laxman,Batsman,195,"18,400,000",Kochi Tuskers Kerala,2011
881,88,Parthiv Patel,Wicketkeeper Batsman,88,"13,340,000",Kochi Tuskers Kerala,2011
882,290,Owais Shah,Batsman,290,"9,200,000",Kochi Tuskers Kerala,2011
883,31,Steven Smith,Batsman,31,"9,200,000",Kochi Tuskers Kerala,2011
884,245,Ramesh Powar,Bowler,245,"8,280,000",Kochi Tuskers Kerala,2011
885,143,Thisara Perera,Allrounder,143,"3,680,000",Kochi Tuskers Kerala,2011
886,533,Michael Klinger,Batsman,533,"3,450,000",Kochi Tuskers Kerala,2011
887,473,Sushant Marathe,Wicketkeeper Batsman,473,"3,000,000",Kochi Tuskers Kerala,2011
888,494,Yashpal Singh,Batsman,494,"3,000,000",Kochi Tuskers Kerala,2011
889,531,Chandan Madan,wicketkeeper Batsman,531,"3,000,000",Kochi Tuskers Kerala,2011
890,472,Raiphi Gomez,Allrounder,472,"3,000,000",Kochi Tuskers Kerala,2011
891,544,Gnaneswara Rao,Allrounder,544,"3,000,000",Kochi Tuskers Kerala,2011
892,543,Deepak Chougule,Batsman,543,"3,000,000",Kochi Tuskers Kerala,2011
893,445,Balachandra Akhil,Bowler,445,"3,000,000",Kochi Tuskers Kerala,2011
894,430,Padmanabhan Prasanth,Allrounder,430,"2,000,000",Kochi Tuskers Kerala,2011
895,52,Kedar Jadhav,Allrounder,52,"2,000,000",Kochi Tuskers Kerala,2011
896,449,Tanmay Srivastava,Batsman,449,"2,000,000",Kochi Tuskers Kerala,2011
897,738,Allrounder,Allrounder,738,"920,000",Kochi Tuskers Kerala,2011
898,310,John Hastings,Allrounder,310,"920,000",Kochi Tuskers Kerala,2011
899,11,Ravindra Jadeja,Allrounder,11,"92,000,000",Chennai Super Kings,2012
900,1,MS Dhoni,Wicketkeeper Batsman,1,"82,800,000",Chennai Super Kings,2012
901,4,Suresh Raina,Batsman,4,"59,800,000",Chennai Super Kings,2012
902,56,Murali Vijay,Batsman,56,"41,400,000",Chennai Super Kings,2012
903,15,Ravichandran Ashwin,Allrounder,15,"39,100,000",Chennai Super Kings,2012
904,153,S Badrinath,Batsman,153,"36,800,000",Chennai Super Kings,2012
905,182,Doug Bollinger,Bowler,182,"35,189,000",Chennai Super Kings,2012
906,95,Albie Morkel,Allrounder,95,"25,135,000",Chennai Super Kings,2012
907,121,Michael Hussey,Batsman,121,"21,364,750",Chennai Super Kings,2012
908,273,Sudeep Tyagi,Bowler,273,"11,040,000",Chennai Super Kings,2012
909,250,Scott Styris,Allrounder,250,"10,054,000",Chennai Super Kings,2012
910,33,Dwayne Bravo,Allrounder,33,"10,054,000",Chennai Super Kings,2012
911,251,Shadab Jakati,Bowler,251,"9,200,000",Chennai Super Kings,2012
912,257,Joginder Sharma,Bowler,257,"6,900,000",Chennai Super Kings,2012
913,67,Francois Du Plessis,Batsman,67,"6,032,400",Chennai Super Kings,2012
914,242,Ben Hilfenhaus,Bowler,242,"5,027,000",Chennai Super Kings,2012
915,340,Nuwan Kulasekara,Bowler,340,"5,027,000",Chennai Super Kings,2012
916,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"4,600,000",Chennai Super Kings,2012
917,418,Suraj Randiv,Bowler,418,"4,021,600",Chennai Super Kings,2012
918,380,Yo Mahesh,Allrounder,380,"3,000,000",Chennai Super Kings,2012
919,399,Abhinav Mukund,Batsman,399,"3,000,000",Chennai Super Kings,2012
920,356,Anirudha Srikkanth,Batsman,356,"3,000,000",Chennai Super Kings,2012
921,446,Ganapathi Vignesh,Allrounder,446,"3,000,000",Chennai Super Kings,2012
922,456,Kuthethur Vasudevdevadas,NA,456,"3,000,000",Chennai Super Kings,2012
923,179,George Bailey,Batsman,179,"2,513,500",Chennai Super Kings,2012
924,10,Shane Watson,Allrounder,10,"65,351,000",Rajasthan Royals,2012
925,139,Johan Botha,Allrounder,139,"47,756,500",Rajasthan Royals,2012
926,166,Brad Hodge,Batsman,166,"23,878,250",Rajasthan Royals,2012
927,96,Rahul Dravid,Batsman,96,"23,000,000",Rajasthan Royals,2012
928,118,Shanthakumaran Sreesanth,Bowler,118,"18,400,000",Rajasthan Royals,2012
929,176,Shaun Tait,Bowler,176,"15,081,000",Rajasthan Royals,2012
930,210,Paul Collingwood,Allrounder,210,"12,567,500",Rajasthan Royals,2012
931,270,Brad Hogg,Allrounder,270,"9,048,600",Rajasthan Royals,2012
932,315,Pankaj Singh,Batsman,315,"4,370,000",Rajasthan Royals,2012
933,403,Pinal Shah,Wicketkeeper Batsman,403,"3,000,000",Rajasthan Royals,2012
934,420,Abhishek Raut,Allrounder,420,"3,000,000",Rajasthan Royals,2012
935,428,Amit Singh,Bowler,428,"3,000,000",Rajasthan Royals,2012
936,436,Faiz Fazal,Batsman,436,"3,000,000",Rajasthan Royals,2012
937,389,Ajit Chandila,Allrounder,389,"3,000,000",Rajasthan Royals,2012
938,400,Sumit Narwal,Allrounder,400,"3,000,000",Rajasthan Royals,2012
939,332,Dishant Yagnik,Wicketkeeper Batsman,332,"3,000,000",Rajasthan Royals,2012
940,427,Aakash Chopra,Batsman,427,"3,000,000",Rajasthan Royals,2012
941,107,Stuart Binny,Allrounder,107,"3,000,000",Rajasthan Royals,2012
942,352,Siddharth Trivedi,Bowler,352,"3,000,000",Rajasthan Royals,2012
943,572,Dinesh Chandimal,Wicketkeeper Batsman,572,"2,513,500",Rajasthan Royals,2012
944,406,Kevon Cooper,Allrounder,406,"2,513,500",Rajasthan Royals,2012
945,457,Ashok Menaria,Allrounder,457,"2,000,000",Rajasthan Royals,2012
946,507,Samad Fallah,Bowler,507,"2,000,000",Rajasthan Royals,2012
947,23,Ajinkya Rahane,Batsman,23,"2,000,000",Rajasthan Royals,2012
948,488,Aditya Dole,Bowler,488,"2,000,000",Rajasthan Royals,2012
949,438,Amit paunikar,Wicketkeeper Batsman,438,"2,000,000",Rajasthan Royals,2012
950,434,Ankeet Chavan,Batsman,434,"2,000,000",Rajasthan Royals,2012
951,212,Shreevats Goswami,Wicketkeeper Batsman,212,"2,000,000",Rajasthan Royals,2012
952,246,Deepak Chahar,Bowler,246,"1,000,000",Rajasthan Royals,2012
953,290,Owais Shah,Batsman,290,0,Rajasthan Royals,2012
954,60,David Hussey,Allrounder,60,"70,378,000",Kings Xi Punjab,2012
955,86,Adam Gilchrist,Wicketkeeper Batsman,86,"45,243,000",Kings Xi Punjab,2012
956,24,Piyush Chawla,Allrounder,24,"41,400,000",Kings Xi Punjab,2012
957,140,Abhishek Nayar,Allrounder,140,"36,800,000",Kings Xi Punjab,2012
958,79,Praveen Kumar,Bowler,79,"36,800,000",Kings Xi Punjab,2012
959,120,Shaun Marsh,Batsman,120,"20,108,000",Kings Xi Punjab,2012
960,239,Stuart Broad,Bowler,239,"20,108,000",Kings Xi Punjab,2012
961,204,Ryan harris,Bowler,204,"16,337,750",Kings Xi Punjab,2012
962,280,Azhar Mahmood,Allrounder,280,"10,054,000",Kings Xi Punjab,2012
963,245,Ramesh Powar,Bowler,245,"7,360,000",Kings Xi Punjab,2012
964,265,Kyle Abbott,Bowler,265,"5,027,000",Kings Xi Punjab,2012
965,20,David Miller,Batsman,20,"5,027,000",Kings Xi Punjab,2012
966,272,Dimitri Mascarenhas,Allrounder,272,"5,027,000",Kings Xi Punjab,2012
967,401,Paras Dogra,Batsman,401,"3,000,000",Kings Xi Punjab,2012
968,441,Shalabh Srivastava,Bowler,441,"3,000,000",Kings Xi Punjab,2012
969,440,Love Ablish,Bowler,440,"3,000,000",Kings Xi Punjab,2012
970,344,Vikramjeet Malik,Bowler,344,"3,000,000",Kings Xi Punjab,2012
971,331,Bipul Sharma,Allrounder,331,"3,000,000",Kings Xi Punjab,2012
972,388,Sunny Singh,Batsman,388,"3,000,000",Kings Xi Punjab,2012
973,178,Ben Cutting,Bowler,178,"2,513,500",Kings Xi Punjab,2012
974,435,Paul Valthaty,Batsman,435,"2,000,000",Kings Xi Punjab,2012
975,448,Nitin Saini,Wicketkeeper Batsman,448,"2,000,000",Kings Xi Punjab,2012
976,324,Parvinder Awana,Batsman,324,"2,000,000",Kings Xi Punjab,2012
977,51,James Faulkner,Allrounder,51,"1,508,100",Kings Xi Punjab,2012
978,653,Nathan Rimmington,Bowler,653,"1,005,400",Kings Xi Punjab,2012
979,191,Gurkeerat Mann Singh,Batsman,191,"1,000,000",Kings Xi Punjab,2012
980,506,Harmeet Singh,Bowler,506,"1,000,000",Kings Xi Punjab,2012
981,168,Mandeep Singh,Allrounder,168,"1,000,000",Kings Xi Punjab,2012
982,493,Siddharth Chitnis,Batsman,493,"1,000,000",Kings Xi Punjab,2012
983,539,Bhargav Bhatt,Bowler,539,"1,000,000",Kings Xi Punjab,2012
984,595,Amit yadav,Allrounder,595,"1,000,000",Kings Xi Punjab,2012
985,384,Rajagopal Sathish,Allrounder,384,0,Kings Xi Punjab,2012
986,36,Irfan Pathan,Allrounder,36,"87,400,000",Delhi Daredevils,2012
987,37,Virender Sehwag,Batsman,37,"82,800,000",Delhi Daredevils,2012
988,70,Mahela Jayawardene,Batsman,70,"64,400,000",Delhi Daredevils,2012
989,98,Ross Taylor,Batsman,98,"50,270,000",Delhi Daredevils,2012
990,16,David Warner,Batsman,16,"37,702,500",Delhi Daredevils,2012
991,50,Umesh Yadav,Bowler,50,"34,500,000",Delhi Daredevils,2012
992,47,Kevin Pietersen,Batsman,47,"32,675,500",Delhi Daredevils,2012
993,158,Venugopal Rao,Batsman,158,"32,200,000",Delhi Daredevils,2012
994,111,Morne Morkel,Bowler,111,"23,878,250",Delhi Daredevils,2012
995,38,Andre Russell,Allrounder,38,"22,621,500",Delhi Daredevils,2012
996,85,Aaron Finch,Batsman,85,"15,081,000",Delhi Daredevils,2012
997,188,Naman Ojha,Wicketkeeper batsman,188,"12,420,000",Delhi Daredevils,2012
998,192,Ajit Agarkar,Bowler,192,"9,660,000",Delhi Daredevils,2012
999,189,Colin Ingram,batsman,189,"5,027,000",Delhi Daredevils,2012
1000,106,Shahbaz Nadeem,Bowler,106,"3,000,000",Delhi Daredevils,2012
1001,320,Aavishkar Salvi,Bowler,320,"3,000,000",Delhi Daredevils,2012
1002,573,Doug Bracewell,Bowler,573,"2,513,500",Delhi Daredevils,2012
1003,364,Roelof Van der Merwe,Allrounder,364,"2,513,500",Delhi Daredevils,2012
1004,508,Robin Bist,Batsman,508,"2,000,000",Delhi Daredevils,2012
1005,126,Varun Aaron,Bowler,126,"2,000,000",Delhi Daredevils,2012
1006,509,Prashant Naik,Batsman,509,"2,000,000",Delhi Daredevils,2012
1007,419,Yogesh Nagar,Allrounder,419,"2,000,000",Delhi Daredevils,2012
1008,591,Gulam Bodi,Batsman,591,"1,005,400",Delhi Daredevils,2012
1009,18,Glenn Maxwell,Allrounder,18,"1,005,400",Delhi Daredevils,2012
1010,654,Travis Birt,Batsman,654,"1,005,400",Delhi Daredevils,2012
1011,530,Tejashwi Yadav,Batsman,530,"1,000,000",Delhi Daredevils,2012
1012,697,Kuldeep Raval,Bowler,697,"1,000,000",Delhi Daredevils,2012
1013,545,Manpreet Juneja,Batsman,545,"1,000,000",Delhi Daredevils,2012
1014,132,Pawan Negi,Bowler,132,"1,000,000",Delhi Daredevils,2012
1015,698,Puneet Bisht,Wicketkeeper Batsman,698,"1,000,000",Delhi Daredevils,2012
1016,699,Sunny Gupta,Bowler,699,"1,000,000",Delhi Daredevils,2012
1017,700,Zafir Patel,bowler,700,"1,000,000",Delhi Daredevils,2012
