,jersey_no,name,role,salary_rank,salary,team,season
2091,91,Manan Vohra,Batsman,91,"40,000,000",Kings Xi Punjab,2017
2092,56,Murali Vijay,Batsman,56,"30,000,000",Kings Xi Punjab,2017
2093,223,T Natarajan,Bowler,223,"30,000,000",Kings Xi Punjab,2017
2094,126,Varun Aaron,Bowler,126,"28,000,000",Kings Xi Punjab,2017
2095,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"22,000,000",Kings Xi Punjab,2017
2096,120,Shaun Marsh,Batsman,120,"22,000,000",Kings Xi Punjab,2017
2097,58,Ishant Sharma,Bowler,58,"20,000,000",Kings Xi Punjab,2017
2098,90,Eoin Morgan,Batsman,90,"20,000,000",Kings Xi Punjab,2017
2099,191,Gurkeerat Mann Singh,Batsman,191,"13,000,000",Kings Xi Punjab,2017
2100,304,Hashim Amla,Batsman,304,"10,000,000",Kings Xi Punjab,2017
2101,116,Sandeep Sharma,Bowler,116,"8,500,000",Kings Xi Punjab,2017
2102,225,KC Cariappa,Bowler,225,"8,000,000",Kings Xi Punjab,2017
2103,75,Axar Patel,Allrounder,75,"7,500,000",Kings Xi Punjab,2017
2104,83,Marcus Stoinis,batsman,83,"5,500,000",Kings Xi Punjab,2017
